Jurisdiction,Office,Race Name,Number of Seats,Candidate Name,Votes Received,Percent Received,Total Votes,Elected,Election Date
Cambria-Friesland School District,School Board Member,School Board Member Cambria-friesland School District,1,Denise Bancroft-Hart,125,98.43,127,1,04/01/14
Cambria-Friesland School District,School Board Member,School Board Member Cambria-friesland School District,1,Jason L. Graham,135,99.26,135,1,04/01/14
DeForest Area School District,School Board Member,School Board Member Deforest Area School District,2,Terri Treinen,31,38.75,80,1,04/01/14
DeForest Area School District,School Board Member,School Board Member Deforest Area School District,2,Sue Paulson,27,33.75,80,1,04/01/14
DeForest Area School District,School Board Member,School Board Member Deforest Area School District,2,James Pertzborn,22,27.5,80,0,04/01/14
DeForest Area School District,School Board Member,School Board Member Deforest Area School District,1,Dan Choi,36,97.3,37,1,04/01/14
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,Rhonda G. Rohrbeck,3,60.0,5,1,04/01/14
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,David Abendroth,2,40.0,5,0,04/01/14
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,Jon Laper,5,100.0,5,1,04/01/14
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,Jon Clark,6,100.0,6,1,04/01/14
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,Steve Nighbor,6,85.71,7,1,04/01/14
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,Parkis Waterbury,1,14.29,7,0,04/01/14
Portage Community School District,School Board Member,School Board Member Portage Community School District,1,"Fredrik W. Reckling, Sr.",727,97.45,746,1,04/01/14
Portage Community School District,School Board Member,School Board Member Portage Community School District,1,Steven Pate,504,59.5,843,1,04/01/14
Portage Community School District,School Board Member,School Board Member Portage Community School District,1,Chad Hayes,339,40.02,843,0,04/01/14
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Richard Judge,217,98.64,220,1,04/01/14
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Jeni Kippley,146,60.83,240,1,04/01/14
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Marie L. Harper,94,39.17,240,0,04/01/14
Wisconsin Dells School District,School Board Member,School Board Member School District of Wisconsin Dells,1,John Campbell,776,98.73,786,1,04/01/14
Wisconsin Dells School District,School Board Member,School Board Member School District of Wisconsin Dells,1,Holly M. Waterman,468,55.25,847,1,04/01/14
Wisconsin Dells School District,School Board Member,School Board Member School District of Wisconsin Dells,1,David C. Schulz,379,44.75,847,0,04/01/14
Wisconsin Dells School District,School Board Member,School Board Member School District of Wisconsin Dells,1,Kathy Anderson,502,58.64,855,1,04/01/14
Wisconsin Dells School District,School Board Member,School Board Member School District of Wisconsin Dells,1,Jesse C. Weaver,353,41.24,855,0,04/01/14
Columbia County Circuit Court,Circuit Court Judge Branch 3,Circuit Court Judge Branch 3 Columbia County,1,Roger L. Klopp,5883,51.6,11400,1,04/02/24
Columbia County Circuit Court,Circuit Court Judge Branch 3,Circuit Court Judge Branch 3 Columbia County,1,Troy D. Cross,5497,48.2,11400,0,04/02/24
Columbia County,County Supervisor District 1,County Supervisor District 1,1,Troy Ryan,210,98.1,214,1,04/02/24
Columbia County,County Supervisor District 2,County Supervisor District 2,1,Donna M. Fowler,153,57.5,266,1,04/02/24
Columbia County,County Supervisor District 2,County Supervisor District 2,1,Janice Radkiewicz,112,42.1,266,0,04/02/24
Columbia County,County Supervisor District 3,County Supervisor District 3,1,Josiah Wynn,334,98.8,338,1,04/02/24
Columbia County,County Supervisor District 4,County Supervisor District 4,1,Joe Harvestine,256,99.2,258,1,04/02/24
Columbia County,County Supervisor District 5,County Supervisor District 5,1,Adam Field,165,98.2,168,1,04/02/24
Columbia County,County Supervisor District 6,County Supervisor District 6,1,Tim Henney,187,55.5,337,1,04/02/24
Columbia County,County Supervisor District 6,County Supervisor District 6,1,Jacob A. Leland,149,44.2,337,0,04/02/24
Columbia County,County Supervisor District 7,County Supervisor District 7,1,Rich Bailey,155,59.8,259,1,04/02/24
Columbia County,County Supervisor District 7,County Supervisor District 7,1,Shawn Woody Barker,102,39.4,259,0,04/02/24
Columbia County,County Supervisor District 8,County Supervisor District 8,1,Steven Rohrbeck,176,97.8,180,1,04/02/24
Columbia County,County Supervisor District 9,County Supervisor District 9,1,Char Holtan,327,99.1,330,1,04/02/24
Columbia County,County Supervisor District 10,County Supervisor District 10,1,Derek Granquist,294,96.4,305,1,04/02/24
Columbia County,County Supervisor District 11,County Supervisor District 11,1,Andrew Fischer,303,96.2,315,1,04/02/24
Columbia County,County Supervisor District 12,County Supervisor District 12,1,Steven Balsiger,268,66.2,405,1,04/02/24
Columbia County,County Supervisor District 12,County Supervisor District 12,1,"Tom Nakielski, Jr.",134,33.1,405,0,04/02/24
Columbia County,County Supervisor District 13,County Supervisor District 13,1,Brad Cook,374,99.2,377,1,04/02/24
Columbia County,County Supervisor District 14,County Supervisor District 14,1,Liz Miller,265,53.1,499,1,04/02/24
Columbia County,County Supervisor District 14,County Supervisor District 14,1,Steven J. Boldt,233,46.7,499,0,04/02/24
Columbia County,County Supervisor District 15,County Supervisor District 15,1,Andrew C. Kolberg,362,98.6,367,1,04/02/24
Columbia County,County Supervisor District 16,County Supervisor District 16,1,Denise Brusveen,416,71.5,582,1,04/02/24
Columbia County,County Supervisor District 16,County Supervisor District 16,1,Dilaine Noel,166,28.5,582,0,04/02/24
Columbia County,County Supervisor District 17,County Supervisor District 17,1,David Faust,151,57.6,262,1,04/02/24
Columbia County,County Supervisor District 17,County Supervisor District 17,1,Sebastian Mion,110,42.0,262,0,04/02/24
Columbia County,County Supervisor District 18,County Supervisor District 18,1,James D. Stilson,358,62.4,574,1,04/02/24
Columbia County,County Supervisor District 18,County Supervisor District 18,1,Alexandra M. Hasselberger,216,37.6,574,0,04/02/24
Columbia County,County Supervisor District 19,County Supervisor District 19,1,Keith F. Miller,261,98.5,265,1,04/02/24
Columbia County,County Supervisor District 20,County Supervisor District 20,1,Darren Schroeder,282,100.0,282,1,04/02/24
Columbia County,County Supervisor District 21,County Supervisor District 21,1,Henry A. St. Maurice,252,55.3,456,1,04/02/24
Columbia County,County Supervisor District 21,County Supervisor District 21,1,Nathan Anfinson,204,44.7,456,0,04/02/24
Columbia County,County Supervisor District 22,County Supervisor District 22,1,Susan Schweitzer,243,52.4,464,1,04/02/24
Columbia County,County Supervisor District 22,County Supervisor District 22,1,Matthew L. Rohrbeck,220,47.4,464,0,04/02/24
Columbia County,County Supervisor District 23,County Supervisor District 23,1,Andrew Groves,341,96.9,352,1,04/02/24
Columbia County,County Supervisor District 24,County Supervisor District 24,1,John Stevenson,242,56.9,425,1,04/02/24
Columbia County,County Supervisor District 24,County Supervisor District 24,1,Noah Jensen,178,41.9,425,0,04/02/24
Columbia County,County Supervisor District 25,County Supervisor District 25,1,Tess Carr,422,51.7,816,1,04/02/24
Columbia County,County Supervisor District 25,County Supervisor District 25,1,Bill Pfeil,390,47.8,816,0,04/02/24
Columbia County,County Supervisor District 26,County Supervisor District 26,1,Tom Dunn,310,62.9,493,1,04/02/24
Columbia County,County Supervisor District 26,County Supervisor District 26,1,Donald Fulkerson,180,36.5,493,0,04/02/24
Columbia County,County Supervisor District 27,County Supervisor District 27,1,Jeffrey A. Leckwee,423,97.7,433,1,04/02/24
Columbia County,County Supervisor District 28,County Supervisor District 28,1,Douglas Richmond,379,99.5,381,1,04/02/24
City of Lodi,Mayor,Mayor City of Lodi,1,Ann Groves Lloyd,631,92.4,683,1,04/02/24
City of Wisconsin Dells,Mayor,Mayor City of Wisconsin Dells,1,Ed Wojnicz,276,98.2,281,1,04/02/24
City of Columbus,Alderperson District 1,City of Columbus Alderperson District 1,1,Ryan Rostad,202,53.4,378,1,04/02/24
City of Columbus,Alderperson District 1,City of Columbus Alderperson District 1,1,Paul Pyfferoen,174,46.0,378,0,04/02/24
City of Columbus,Alderperson District 2,City of Columbus Alderperson District 2,1,Michael E. Lawson,201,56.9,353,1,04/02/24
City of Columbus,Alderperson District 2,City of Columbus Alderperson District 2,1,Adam Steiner,149,42.2,353,0,04/02/24
City of Columbus,Alderperson District 3,City of Columbus Alderperson District 3,1,Amy Roelke,272,97.8,278,1,04/02/24
City of Lodi,Alderperson ,City of Lodi Alderperson,3,"Dennis R. Crow, Sr",537,37.3,1438,1,04/02/24
City of Lodi,Alderperson ,City of Lodi Alderperson,3,Rich Stevenson,468,32.5,1438,1,04/02/24
City of Lodi,Alderperson ,City of Lodi Alderperson,3,Morgan Heller,407,28.3,1438,1,04/02/24
City of Portage,Alderperson District 3,City of Portage Alderperson District 3,1,David Paull,104,100.0,104,1,04/02/24
City of Portage,Alderperson District 4,City of Portage Alderperson District 4,1,Steven Rohrbeck,113,98.3,115,1,04/02/24
City of Wisconsin Dells,Alderperson District 1,City of Wisconsin Dells Alderperson District 1,1,Brian Holzem,81,100.0,81,1,04/02/24
City of Wisconsin Dells,Alderperson District 2,City of Wisconsin Dells Alderperson District 2,1,Terry Marshall,78,100.0,78,1,04/02/24
City of Wisconsin Dells,Alderperson District 3,City of Wisconsin Dells Alderperson District 3,1,Daniel J. Anchor,114,98.3,116,1,04/02/24
Village of Friesland,Village President,Village President Village of Friesland,1,Steven Williams,80,98.8,81,1,04/02/24
Village of Friesland,Village Trustee,Village Trustee Village of Friesland,1,Gary Steinich,87,98.9,88,1,04/02/24
Village of Arlington,Village Trustee,Village Trustee Village of Arlington,2,David W. Greenwood,94,48.7,193,1,04/02/24
Village of Arlington,Village Trustee,Village Trustee Village of Arlington,2,Jennifer Williams,94,48.7,193,1,04/02/24
Village of Cambria,Village Trustee,Village Trustee Village of Cambria,3,Cody W. Doucette,114,33.6,339,1,04/02/24
Village of Cambria,Village Trustee,Village Trustee Village of Cambria,3,Jill Kowald,111,32.7,339,1,04/02/24
Village of Cambria,Village Trustee,Village Trustee Village of Cambria,3,Nathaniel Braaksma,110,32.4,339,1,04/02/24
Village of Doylestown,Village Trustee,Village Trustee Village of Doylestown,3,Mary Martin,51,44.7,114,1,04/02/24
Village of Doylestown,Village Trustee,Village Trustee Village of Doylestown,3,Samantha Thiele,50,43.9,114,1,04/02/24
Village of Fall River,Village Trustee,Village Trustee Village of Fall River,3,Judith A. Robbins,177,24.6,719,1,04/02/24
Village of Fall River,Village Trustee,Village Trustee Village of Fall River,3,Darren A. Neuman,163,22.7,719,1,04/02/24
Village of Fall River,Village Trustee,Village Trustee Village of Fall River,3,John Ninmann,157,21.8,719,1,04/02/24
Village of Fall River,Village Trustee,Village Trustee Village of Fall River,3,Dan Weinberger,125,17.4,719,0,04/02/24
Village of Fall River,Village Trustee,Village Trustee Village of Fall River,3,Brent Van Gysel,89,12.4,719,0,04/02/24
Village of Pardeeville,Village Trustee,Village Trustee Village of Pardeeville,3,Michael Babcock,248,31.4,790,1,04/02/24
Village of Pardeeville,Village Trustee,Village Trustee Village of Pardeeville,3,Kristie Chapman,248,31.4,790,1,04/02/24
Village of Pardeeville,Village Trustee,Village Trustee Village of Pardeeville,3,"Tom Nakielski, Jr.",214,27.1,790,1,04/02/24
Village of Poynette,Village Trustee,Village Trustee Village of Poynette,3,Justin Seas,276,48.1,574,1,04/02/24
Village of Poynette,Village Trustee,Village Trustee Village of Poynette,3,Renae Przybyl,256,44.6,574,1,04/02/24
Village of Randolph,Village Trustee,Village Trustee Village of Randolph,3,Nicholas Weinberger,64,34.4,186,1,04/02/24
Village of Randolph,Village Trustee,Village Trustee Village of Randolph,3,Glenn Sharp,63,33.9,186,1,04/02/24
Village of Randolph,Village Trustee,Village Trustee Village of Randolph,3,Benjamin Buchda,57,30.6,186,1,04/02/24
Village of Rio,Village Trustee,Village Trustee Village of Rio,3,James D. Stilson,225,38.0,592,1,04/02/24
Village of Rio,Village Trustee,Village Trustee Village of Rio,3,Stan Stofflet,184,31.1,592,1,04/02/24
Village of Rio,Village Trustee,Village Trustee Village of Rio,3,Nancy M. Wescott,174,29.4,592,1,04/02/24
Village of Wyocena,Village Trustee,Village Trustee Village of Wyocena,3,Owen Landsverk,72,29.0,248,1,04/02/24
Village of Wyocena,Village Trustee,Village Trustee Village of Wyocena,3,Paul Crary,69,27.8,248,1,04/02/24
Village of Wyocena,Village Trustee,Village Trustee Village of Wyocena,3,Jeremy P. Crary,56,22.6,248,1,04/02/24
Village of Wyocena,Village Trustee,Village Trustee Village of Wyocena,3,Ken Bond,49,19.8,248,0,04/02/24
Town of Fountain Prairie,Town Board Supervisor 1,Town Board Supervisor 1 Town of Fountain Prairie,1,Steven Jacob,125,99.2,126,1,04/02/24
Town of Dekorra,Town Board Supervisor 3,Town Board Supervisor 3 Town of Dekorra,1,Blake Young,524,97.6,537,1,04/02/24
Town of Fountain Prairie,Town Board Supervisor 3,Town Board Supervisor 3 Town of Fountain Prairie,1,Nicholas Palen,106,99.1,107,1,04/02/24
Town of Lodi,Town Board Supervisor 3,Town Board Supervisor 3 Town of Lodi,1,Nick Eberle,574,57.0,1007,1,04/02/24
Town of Lodi,Town Board Supervisor 3,Town Board Supervisor 3 Town of Lodi,1,Jim Hellenbrand,429,42.6,1007,0,04/02/24
Town of West Point,Town Board Supervisor 3,Town Board Supervisor 3 Town of West Point,1,John W. Ungrodt,369,99.2,372,1,04/02/24
Town of Dekorra,Town Board Supervisor 4,Town Board Supervisor 4 Town of Dekorra,1,Michelle Hartley,508,99.2,512,1,04/02/24
Town of Lodi,Town Board Supervisor 4,Town Board Supervisor 4 Town of Lodi,1,William Bill Pfeil,716,67.1,1067,1,04/02/24
Town of Lodi,Town Board Supervisor 4,Town Board Supervisor 4 Town of Lodi,1,Jan Clingman,347,32.5,1067,0,04/02/24
Town of West Point,Town Board Supervisor 4,Town Board Supervisor 4 Town of West Point,1,Brian Gasser,394,100.0,394,1,04/02/24
Town of Pacific,Town Board Supervisor,Town Board Supervisor Town of Pacific,2,Charlie Kirk,362,49.8,727,1,04/02/24
Town of Pacific,Town Board Supervisor,Town Board Supervisor Town of Pacific,2,Byron Kershaw,359,49.4,727,1,04/02/24
Baraboo School District,School Board Member,School Board Member School District of Baraboo,2,Carolyn Bonanno,5,55.6,9,1,04/02/24
Baraboo School District,School Board Member,School Board Member School District of Baraboo,2,Edranel Nel Bacalso Leverenz,0,0.0,9,0,04/02/24
Baraboo School District,School Board Member,School Board Member School District of Baraboo,2,Joey Rivas,0,0.0,9,0,04/02/24
Fall River School District,School Board Member,School Board Member Fall River School District,2,Nathan Fietz,382,60.7,629,1,04/02/24
Fall River School District,School Board Member,School Board Member Fall River School District,2,Brent Van Gysel,220,35.0,629,1,04/02/24
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,2,Justin Nickel,826,41.2,2004,1,04/02/24
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,2,Margo Pufahl,618,30.8,2004,1,04/02/24
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,2,Nicole Neumann,549,27.4,2004,0,04/02/24
